Item_Number,District,Location,Disposition,Signal_Type,Signal_Description,Occurred_Date_Time,Charge_Code,Charge_Description,Offender_Race,Offender_Gender,Offender_Age,Offender_Number,Person_Type,Victim_Race,Victim_Gender,Victim_Age,Victim_Number,Victim_Fatal_Status,Hate_Crime,Report_Type
A-03663-19,2,AUDUBON ST & COLAPISSA ST,CLOSED,966,DRUG LAW VIOLATION,1/3/2019 16:10,40 967,PROHIBITED ACTS-- SCHEDULE II DRUGS,BLACK,MALE,19,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-03663-19,2,AUDUBON ST & COLAPISSA ST,CLOSED,966,DRUG LAW VIOLATION,1/3/2019 16:10,14 95.E,ILLEGAL CARRYING OF A WEAPON WHILE IN POSSESSION OF NARCOTICS,BLACK,MALE,19,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-03666-19,2,AUDUBON ST & COLAPISSA ST,CLOSED,966,DRUG LAW VIOLATION,1/3/2019 16:41,54 505,POSSESSION OF MARIJUANA (1ST OFFENSE),BLACK,MALE,20,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-03675-19,1,1614 KERLEREC ST,OPEN,62R,SIMPLE BURGLARY (RESIDENCE),1/3/2019 13:30,14 62.2,SIMPLE BURGLARY (INHABITED DWELLING),BLACK,MALE,NULL,1,VICTIM,WHITE,MALE,51,1,Non-fatal,,Incident Report
A-03676-19,3,1916 SUMPTER ST,OPEN,56,SIMPLE CRIMINAL DAMAGE,1/3/2019 4:58,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,BLACK,MALE,NULL,1,VICTIM,BLACK,MALE,29,1,Non-fatal,,Incident Report
A-03686-19,2,1517 GENERAL OGDEN ST,OPEN,21,MISCELLANEOUS INCIDENT,1/3/2019 17:08,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,WHITE,MALE,48,1,Non-fatal,,Incident Report
A-03686-19,2,1517 GENERAL OGDEN ST,OPEN,21,MISCELLANEOUS INCIDENT,1/3/2019 17:08,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,FEMALE,48,1,Non-fatal,,Incident Report
A-03691-19,6,1817 S LIBERTY ST,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),1/3/2019 17:09,14 35.3,DOMESTIC ABUSE BATTERY,BLACK,MALE,39,1,VICTIM,BLACK,FEMALE,39,1,Non-fatal,,Supplemental Report
A-03697-19,7,7818 VENICE BD,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),1/3/2019 17:12,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,BLACK,MALE,40,1,VICTIM,NULL,NULL,NULL,2,Non-fatal,,Supplemental Report
A-03697-19,7,7818 VENICE BD,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),1/3/2019 17:12,14 34.9,BATTERY OF A DATING PARTNER,BLACK,MALE,40,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Supplemental Report
A-03701-19,2,1934 EAGLE ST,UNFOUNDED,67A,AUTO THEFT,1/2/2019 12:00,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,MALE,42,1,Non-fatal,,Supplemental Report
A-03703-19,4,2439 DANBURY DR,OPEN,21,MISCELLANEOUS INCIDENT,1/3/2019 3:22,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,46,1,Non-fatal,,Incident Report
A-03707-19,7,4600 ALCEE FORTIER BD,OPEN,21,MISCELLANEOUS INCIDENT,1/3/2019 17:16,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,UNKNOWN,NULL,NULL,1,Non-fatal,,Incident Report
A-03711-19,7,4636 ALCEE FORTIER BD,CLOSED,100,HIT AND RUN,1/3/2019 17:20,14 100,HIT & RUN DRIVING,BLACK,FEMALE,35,1,VICTIM,ASIAN,MALE,48,1,Non-fatal,,Supplemental Report
A-03731-19,3,4234 D'HEMECOURT ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 17:34,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,WHITE,FEMALE,NULL,1,Non-fatal,,Incident Report
A-03740-19,3,2611 SAINT BERNARD AV,OPEN,21R,OUT OF PARISH VEHICLE RECOVERY,1/3/2019 17:00,NULL,NULL,NULL,NULL,NULL,NULL,VICTIM,BLACK,FEMALE,40,1,Non-fatal,,Incident Report
A-03768-19,5,2473 N CLAIBORNE AV,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 18:18,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,FEMALE,33,2,Non-fatal,,Incident Report
A-03768-19,5,2473 N CLAIBORNE AV,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 18:18,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,FEMALE,29,1,Non-fatal,,Incident Report
A-03768-19,5,2473 N CLAIBORNE AV,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 18:18,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,FEMALE,32,3,Non-fatal,,Incident Report
A-03768-19,5,2473 N CLAIBORNE AV,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 18:18,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,FEMALE,44,5,Non-fatal,,Incident Report
A-03768-19,5,2473 N CLAIBORNE AV,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 18:18,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,MALE,NULL,4,Non-fatal,,Incident Report
A-03769-19,6,2713 S CLAIBORNE AV,OPEN,56D,SIMPLE CRIMINAL DAMAGE (DOMESTIC),1/3/2019 18:19,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,BLACK,MALE,28,1,VICTIM,BLACK,FEMALE,30,1,Non-fatal,,Supplemental Report
A-03773-19,4,BEHRMAN AV & MARDI GRAS BD,CLOSED,966,DRUG LAW VIOLATION,1/3/2019 18:20,54 505,POSSESSION OF MARIJUANA (1ST OFFENSE),BLACK,MALE,21,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-03784-19,5,1601 ELYSIAN FIELDS AV,OPEN,103,DISTURBANCE,1/3/2019 18:31,NULL,NULL,BLACK,MALE,39,1,WITNESS,UNKNOWN,MALE,61,2,Non-fatal,,Incident Report
A-03784-19,5,1601 ELYSIAN FIELDS AV,OPEN,103,DISTURBANCE,1/3/2019 18:31,54 403,DISTURBING THE PEACE,BLACK,MALE,39,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-03784-19,5,1601 ELYSIAN FIELDS AV,OPEN,103,DISTURBANCE,1/3/2019 18:31,54 151,CRIMINAL DAMAGE TO PROPERTY,BLACK,MALE,39,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-03784-19,5,1601 ELYSIAN FIELDS AV,OPEN,103,DISTURBANCE,1/3/2019 18:31,54 153,CRIMINAL TRESPASS,BLACK,MALE,39,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-03786-19,2,8237 APRICOT ST,OPEN,67,THEFT,1/3/2019 15:09,14 67,THEFT,BLACK,MALE,NULL,1,VICTIM,BLACK,MALE,38,1,Non-fatal,,Incident Report
A-03787-19,3,N CARROLLTON AV & TOULOUSE ST,CLOSED,17F,FUGITIVE ATTACHMENT,1/3/2019 16:45,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,MALE,39,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-03790-19,1,322 N JEFFERSON DAVIS PW,OPEN,67C,THEFT FROM EXTERIOR OF VEHICLE,1/3/2019 1:00,14 67,THEFT,NULL,NULL,NULL,1,VICTIM,WHITE,FEMALE,30,1,Non-fatal,,Incident Report
A-03792-19,4,3022 HOLIDAY DR,CLOSED,67S,SHOPLIFTING,1/3/2019 18:15,14 67,THEFT,BLACK,MALE,40,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Supplemental Report
A-03795-19,7,9711 CHEF MENTEUR HW,OPEN,21P,LOST PROPERTY,1/3/2019 18:38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Non-fatal,,Supplemental Report
A-03807-19,2,4500 S CLAIBORNE AV,CLOSED,103F,DISTURBANCE (FIGHT),1/3/2019 18:49,NULL,NULL,WHITE,MALE,58,1,VICTIM,WHITE,MALE,58,1,Non-fatal,,Incident Report
A-03807-19,2,4500 S CLAIBORNE AV,CLOSED,103F,DISTURBANCE (FIGHT),1/3/2019 18:49,NULL,NULL,BLACK,MALE,55,2,VICTIM,BLACK,MALE,55,2,Non-fatal,,Incident Report
A-03807-19,2,4500 S CLAIBORNE AV,CLOSED,103F,DISTURBANCE (FIGHT),1/3/2019 18:49,54 403,DISTURBING THE PEACE,BLACK,MALE,55,2,VICTIM,WHITE,MALE,58,1,Non-fatal,,Incident Report
A-03807-19,2,4500 S CLAIBORNE AV,CLOSED,103F,DISTURBANCE (FIGHT),1/3/2019 18:49,54 403,DISTURBING THE PEACE,WHITE,MALE,58,1,VICTIM,BLACK,MALE,55,2,Non-fatal,,Incident Report
A-03811-19,5,2600 SAINT CLAUDE AV,CLOSED,67A,AUTO THEFT,1/1/2019 2:30,NULL,NULL,NULL,NULL,NULL,NULL,VICTIM,BLACK,MALE,42,1,Non-fatal,,Supplemental Report
A-03824-19,1,3998 S CARROLLTON AV,OPEN,21,MISCELLANEOUS INCIDENT,1/3/2019 18:20,NULL,NULL,NULL,NULL,NULL,NULL,VICTIM,BLACK,FEMALE,56,1,Non-fatal,,Incident Report
A-03826-19,7,4742 GABRIEL DR,OPEN,103,DISTURBANCE,1/3/2019 20:00,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,MALE,28,1,Non-fatal,,Incident Report
A-03826-19,7,4742 GABRIEL DR,OPEN,103,DISTURBANCE,1/3/2019 20:00,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,FEMALE,30,2,Non-fatal,,Incident Report
A-03831-19,5,1535  FRANKLIN AV,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),1/3/2019 19:00,NULL,NULL,NULL,NULL,NULL,NULL,VICTIM,BLACK,MALE,NULL,1,Non-fatal,,Supplemental Report
A-03832-19,1,2515 SAINT PHILIP ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 19:00,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,WHITE,FEMALE,32,1,Non-fatal,,Incident Report
A-03835-18,4,3621 GENERAL DE GAULLE DR,CLOSED,103,DISTURBANCE,1/3/2019 19:00,NULL,NULL,BLACK,FEMALE,23,1,WITNESS,BLACK,MALE,30,1,Non-fatal,,Incident Report
A-03835-18,4,3621 GENERAL DE GAULLE DR,CLOSED,103,DISTURBANCE,1/3/2019 19:00,54 97,ASSAULT,BLACK,FEMALE,23,1,VICTIM,WHITE,FEMALE,34,1,Non-fatal,,Incident Report
A-03835-19,4,3621 GENERAL DE GAULLE DR,CLOSED,103,DISTURBANCE,1/3/2019 19:00,54 97,ASSAULT,BLACK,FEMALE,23,1,VICTIM,WHITE,FEMALE,34,1,Non-fatal,,Incident Report
A-03835-19,4,3621 GENERAL DE GAULLE DR,CLOSED,103,DISTURBANCE,1/3/2019 19:00,NULL,NULL,BLACK,FEMALE,23,1,WITNESS,BLACK,MALE,30,1,Non-fatal,,Incident Report
A-03847-19,1,1511 BIENVENUE ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 19:00,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,28,1,Non-fatal,,Incident Report
A-03847-19,1,1511 BIENVENUE ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 19:00,NULL,NULL,NULL,NULL,NULL,NULL,WITNESS,BLACK,MALE,NULL,1,Non-fatal,,Incident Report
A-03866-19,3,2125 CATON ST,CLOSED,67S,SHOPLIFTING,1/3/2019 19:20,54 186,THEFT,BLACK,FEMALE,31,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Supplemental Report
A-03873-19,5,1709  CONGRESS ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 20:08,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,65,1,Non-fatal,,Incident Report
A-03873-19,5,1709  CONGRESS ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 20:08,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,MALE,47,1,Non-fatal,,Incident Report
A-03878-19,6,1930 MARTIN LUTHER KING JR BD,CLOSED,17F,FUGITIVE ATTACHMENT,1/3/2019 19:53,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,FEMALE,41,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-03881-19,1,2900 CASTIGLIONE ST,OPEN,67A,AUTO THEFT,1/3/2019 15:55,14 67.26,THEFT OF A MOTOR VEHICLE,NULL,NULL,NULL,1,VICTIM,BLACK,MALE,70,1,Non-fatal,,Supplemental Report
A-03881-19,1,2900 CASTIGLIONE ST,OPEN,67A,AUTO THEFT,1/3/2019 15:55,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,NULL,NULL,NULL,1,VICTIM,BLACK,MALE,70,1,Non-fatal,,Supplemental Report
A-03895-19,6,1930 MARTIN LUTHER KING JR BD,CLOSED,17F,FUGITIVE ATTACHMENT,1/3/2019 19:53,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,FEMALE,41,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-03896-19,2,4600 ANNUNCIATION ST,OPEN,67A,AUTO THEFT,1/3/2019 9:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,NULL,NULL,NULL,1,VICTIM,BLACK,FEMALE,74,1,Non-fatal,,Supplemental Report
A-03896-19,2,4600 ANNUNCIATION ST,OPEN,67A,AUTO THEFT,1/3/2019 9:00,14 69,ILLEGAL POSSESSION OF STOLEN THINGS,NULL,NULL,NULL,1,VICTIM,BLACK,FEMALE,74,1,Non-fatal,,Supplemental Report
A-03899-19,5,2317 NEW ORLEANS ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 20:15,NULL,NULL,BLACK,FEMALE,33,1,VICTIM,BLACK,MALE,46,1,Non-fatal,,Incident Report
A-03903-19,1,2500 D'ABADIE ST,OPEN,27-67A,ATTEMPTED AUTO THEFT,1/3/2019 17:09,14 (27) 67,ATTEMPT - THEFT,NULL,NULL,NULL,1,VICTIM,BLACK,MALE,60,1,Non-fatal,,Incident Report
A-03903-19,1,2500 D'ABADIE ST,OPEN,27-67A,ATTEMPTED AUTO THEFT,1/3/2019 17:09,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,NULL,NULL,NULL,1,VICTIM,BLACK,MALE,60,1,Non-fatal,,Incident Report
A-03910-19,6,2306 MAGNOLIA ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/3/2019 21:00,14 62,SIMPLE BURGLARY,NULL,NULL,NULL,1,VICTIM,WHITE,FEMALE,22,1,Non-fatal,,Incident Report
A-03910-19,6,2306 MAGNOLIA ST,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/3/2019 21:00,14 62,SIMPLE BURGLARY,NULL,NULL,NULL,1,VICTIM,WHITE,MALE,31,2,Non-fatal,,Incident Report
A-03913-18,4,1832 KABEL DR,CLOSED,103D,DISTURBANCE (DOMESTIC),1/3/2019 20:30,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,MALE,51,1,Non-fatal,,Incident Report
A-03913-18,4,1832 KABEL DR,CLOSED,103D,DISTURBANCE (DOMESTIC),1/3/2019 20:30,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,52,2,Non-fatal,,Incident Report
A-03913-19,4,1832 KABEL DR,CLOSED,103D,DISTURBANCE (DOMESTIC),1/3/2019 20:30,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,52,2,Non-fatal,,Incident Report
A-03913-19,4,1832 KABEL DR,CLOSED,103D,DISTURBANCE (DOMESTIC),1/3/2019 20:30,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,MALE,51,1,Non-fatal,,Incident Report
A-03916-19,1,2800 PERDIDO ST,CLOSED,966,DRUG LAW VIOLATION,1/3/2019 18:45,40 967,PROHIBITED ACTS-- SCHEDULE II DRUGS,BLACK,MALE,39,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-03930-19,6,2732 CONSTANCE ST,OPEN,24,MEDICAL,1/3/2019 20:35,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,UNKNOWN,MALE,40,2,Non-fatal,,Incident Report
A-03930-19,6,2732 CONSTANCE ST,OPEN,24,MEDICAL,1/3/2019 20:35,NULL,NULL,NULL,NULL,NULL,NULL,VICTIM,WHITE,MALE,NULL,1,Non-fatal,,Incident Report
A-03931-19,2,2919 AUDUBON ST,OPEN,103,DISTURBANCE,1/3/2019 20:55,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,31,1,Non-fatal,,Incident Report
A-03931-19,2,2919 AUDUBON ST,OPEN,103,DISTURBANCE,1/3/2019 20:55,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,MALE,16,2,Non-fatal,,Incident Report
A-03931-19,2,2919 AUDUBON ST,OPEN,103,DISTURBANCE,1/3/2019 20:55,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,MALE,17,3,Non-fatal,,Incident Report
A-03940-19,3,E I-10 & E I-610,OPEN,21,MISCELLANEOUS INCIDENT,1/3/2019 20:37,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,26,1,Non-fatal,,Incident Report
A-03954-19,4,ELMIRA & PATTERSON,CLOSED,95,ILLEGAL CARRYING OF A WEAPON,1/3/2019 21:27,54 505,POSSESSION OF MARIJUANA (1ST OFFENSE),BLACK,MALE,31,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-03954-19,4,ELMIRA & PATTERSON,CLOSED,95,ILLEGAL CARRYING OF A WEAPON,1/3/2019 21:27,54 342.5,CERTAIN POSSESSION OF FIREARMS,BLACK,MALE,31,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-03958-19,6,2100 HARMONY ST,OPEN,93,CRUELTY TO A JUVENILE,1/3/2019 16:00,NULL,NULL,NULL,NULL,NULL,NULL,VICTIM,BLACK,FEMALE,14,1,Non-fatal,,Incident Report
A-03959-19,4,GENERAL DE GAULLE DR & SHIRLEY DR,CLOSED,18,TRAFFIC INCIDENT,1/3/2019 21:30,32 415,DRIVING WITH SUSPENDED LICENSE,BLACK,MALE,38,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-03966-19,7,3931 DOWNMAN RD,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 21:46,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-03970-19,7,4835 MICHOUD BD,CLOSED,27-30D,ATTEMPTED MURDER (DOMESTIC),1/3/2019 21:50,NULL,NULL,NULL,NULL,NULL,NULL,VICTIM,ASIAN,MALE,23,1,Non-fatal,,Supplemental Report
A-03975-19,6,2000 HARMONY,CLOSED,67A,AUTO THEFT,1/3/2019 7:31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Non-fatal,,Supplemental Report
A-03982-19,1,131 S RENDON ST,OPEN,35D,SIMPLE BATTERY (DOMESTIC),1/3/2019 22:00,14 35.3,DOMESTIC ABUSE BATTERY,HISPANIC,MALE,29,1,VICTIM,HISPANIC,FEMALE,27,1,Non-fatal,,Incident Report
A-03983-18,3,4301 LOUISA ST,OPEN,67A,AUTO THEFT,1/3/2019 22:00,NULL,NULL,NULL,NULL,NULL,1,REPORTING PERSON,BLACK,MALE,45,1,Non-fatal,,Incident Report
A-03983-18,3,4301 LOUISA ST,OPEN,67A,AUTO THEFT,1/3/2019 22:00,NULL,NULL,NULL,NULL,NULL,1,VICTIM,BLACK,FEMALE,50,2,Non-fatal,,Incident Report
A-03983-19,3,4301 LOUISA ST,OPEN,67A,AUTO THEFT,1/3/2019 22:00,NULL,NULL,NULL,NULL,NULL,1,REPORTING PERSON,BLACK,MALE,45,1,Non-fatal,,Incident Report
A-03983-19,3,4301 LOUISA ST,OPEN,67A,AUTO THEFT,1/3/2019 22:00,14 67.26,THEFT OF A MOTOR VEHICLE,NULL,NULL,NULL,1,VICTIM,BLACK,FEMALE,50,2,Non-fatal,,Incident Report
A-03987-19,5,2960 FLORIDA AV,OPEN,103,DISTURBANCE,1/3/2019 22:14,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,MALE,27,1,Non-fatal,,Incident Report
A-03987-19,5,2960 FLORIDA AV,OPEN,103,DISTURBANCE,1/3/2019 22:14,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,FEMALE,37,2,Non-fatal,,Incident Report
A-03987-19,5,2960 FLORIDA AV,OPEN,103,DISTURBANCE,1/3/2019 22:14,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,FEMALE,24,1,Non-fatal,,Incident Report
A-03987-19,5,2960 FLORIDA AV,OPEN,103,DISTURBANCE,1/3/2019 22:14,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,FEMALE,32,4,Non-fatal,,Incident Report
A-03987-19,5,2960 FLORIDA AV,OPEN,103,DISTURBANCE,1/3/2019 22:14,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,HISPANIC,FEMALE,23,3,Non-fatal,,Incident Report
A-03991-19,4,3227  RIVER OAKS DR,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 22:15,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,MALE,38,1,Non-fatal,,Incident Report
A-03991-19,4,3227  RIVER OAKS DR,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 22:15,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,44,1,Non-fatal,,Incident Report
A-03992-19,4,3450 BENNETT ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 22:16,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,MALE,50,1,Non-fatal,,Incident Report
A-03999-19,5,1806 EGANIA ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 22:10,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,39,1,Non-fatal,,Incident Report
A-04005-19,8,1013 SAINT ANTHONY ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 22:30,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,WHITE,MALE,65,1,Non-fatal,,Incident Report
A-04005-19,8,1013 SAINT ANTHONY ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 22:30,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,WHITE,FEMALE,54,2,Non-fatal,,Incident Report
A-04006-19,2,1100 CHEROKEE ST,OPEN,56,SIMPLE CRIMINAL DAMAGE,1/3/2019 21:59,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,NULL,NULL,NULL,1,VICTIM,WHITE,MALE,20,1,Non-fatal,,Incident Report
A-04015-19,5,2129 MUSIC ST,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),1/3/2019 23:00,14 35.3,DOMESTIC ABUSE BATTERY,BLACK,MALE,23,1,VICTIM,BLACK,FEMALE,28,1,Non-fatal,,Supplemental Report
A-04015-19,5,2129 MUSIC ST,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),1/3/2019 23:00,14 35.3,DOMESTIC ABUSE BATTERY,BLACK,MALE,23,1,VICTIM,BLACK,FEMALE,28,1,Non-fatal,,Supplemental Report
A-04019-19,5,3154 N VILLERE ST,OPEN,103,DISTURBANCE,1/3/2019 11:27,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,WHITE,FEMALE,45,1,Non-fatal,,Incident Report
A-04019-19,5,3154 N VILLERE ST,OPEN,103,DISTURBANCE,1/3/2019 11:27,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,WHITE,FEMALE,33,1,Non-fatal,,Incident Report
A-04020-19,3,GENTILLY BD & ELYSIAN FIELDS AV,CLOSED,966,DRUG LAW VIOLATION,1/3/2019 22:35,40 966,PROHIBITED ACTS--SCHEDULE I DRUGS,BLACK,MALE,26,1,VICTIM,NULL,NULL,NULL,1,Non-fatal,,Incident Report
A-04025-19,7,6625 HARBOURVIEW ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 11:21,NULL,NULL,NULL,NULL,NULL,NULL,INTERVIEW,BLACK,MALE,31,1,Non-fatal,,Incident Report
A-04025-19,7,6625 HARBOURVIEW ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 11:21,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,35,1,Non-fatal,,Incident Report
A-04032-19,5,1012 GORDON ST,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 23:26,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,26,1,Non-fatal,,Incident Report
A-04038-19,7,9500 HAYNE BD #16,OPEN,103D,DISTURBANCE (DOMESTIC),1/3/2019 23:35,NULL,NULL,NULL,NULL,NULL,NULL,REPORTING PERSON,BLACK,FEMALE,32,1,Non-fatal,,Incident Report
A-04039-19,7,5851 WRIGHT RD,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/3/2019 23:27,14 62,SIMPLE BURGLARY,NULL,NULL,NULL,1,VICTIM,BLACK,MALE,28,1,Non-fatal,,Incident Report
A-04039-19,7,5851 WRIGHT RD,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/3/2019 23:27,14 62,SIMPLE BURGLARY,NULL,NULL,NULL,2,VICTIM,BLACK,MALE,28,1,Non-fatal,,Incident Report
A-04039-19,7,5851 WRIGHT RD,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/3/2019 23:27,NULL,NULL,NULL,NULL,NULL,2,INTERVIEW,BLACK,FEMALE,60,1,Non-fatal,,Incident Report
A-04039-19,7,5851 WRIGHT RD,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/3/2019 23:27,NULL,NULL,NULL,NULL,NULL,1,INTERVIEW,BLACK,FEMALE,60,1,Non-fatal,,Incident Report
A-04039-19,7,5851 WRIGHT RD,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/3/2019 23:27,NULL,NULL,NULL,NULL,NULL,1,INTERVIEW,BLACK,MALE,22,1,Non-fatal,,Incident Report
A-04039-19,7,5851 WRIGHT RD,OPEN,62C,SIMPLE BURGLARY (VEHICLE),1/3/2019 23:27,NULL,NULL,NULL,NULL,NULL,2,INTERVIEW,BLACK,MALE,22,1,Non-fatal,,Incident Report
A-04043-19,8,300 CANAL ST #515,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),1/3/2019 23:30,NULL,NULL,WHITE,FEMALE,48,1,REPORTING PERSON,WHITE,MALE,48,1,Non-fatal,,Incident Report
